match,teamInnings,bowlerName,overs,maidens,runs,wickets,noBalls,wides,economy
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Alzarri Joseph,4,0,25,2,0,5,6.20
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Gudakesh Motie,1,0,20,0,0,0,20.00
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Obed McCoy,1.1,0,15,0,0,3,12.90
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Roston Chase,3,0,12,3,0,0,4.00
INDIA vs AUSTRALIA,AUSTRALIA,Mitchell Starc,4,0,45,2,0,1,11.20
INDIA vs AUSTRALIA,AUSTRALIA,Hazlewood,4,0,14,1,0,0,3.50
INDIA vs AUSTRALIA,AUSTRALIA,Cummins,4,0,48,0,0,0,12.00
INDIA vs AUSTRALIA,AUSTRALIA,Zampa,4,0,41,0,0,0,10.20
INDIA vs AUSTRALIA,AUSTRALIA,Stoinis,4,0,56,2,0,1,14.00
INDIA vs AUSTRALIA,INDIA,Arshdeep Singh,4,0,37,3,0,2,9.20
INDIA vs AUSTRALIA,INDIA,Jasprit Bumrah,4,0,29,1,0,0,7.20
INDIA vs AUSTRALIA,INDIA,Axar Patel,3,0,21,1,0,0,7.00
INDIA vs AUSTRALIA,INDIA,Hardik Pandya,4,0,47,0,0,1,11.80
INDIA vs AUSTRALIA,INDIA,Kuldeep Yadav,4,0,24,2,0,0,6.00
INDIA vs AUSTRALIA,INDIA,Ravindra Jadeja,1,0,17,0,0,0,17.00
AFGHANISTAN vs BANGLADESH,BANGLADESH,Tanzim Hasan Sakib,4,0,36,0,0,5,9.00
AFGHANISTAN vs BANGLADESH,BANGLADESH,Taskin Ahmed,4,1,12,1,0,0,3.00
AFGHANISTAN vs BANGLADESH,BANGLADESH,Shakib,4,0,19,0,0,0,4.80
AFGHANISTAN vs BANGLADESH,BANGLADESH,Mustafizur,4,0,17,1,0,0,4.20
AFGHANISTAN vs BANGLADESH,BANGLADESH,Rishad Hossain,4,0,26,3,0,3,6.50
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Naveen-ul-Haq,3.5,0,26,4,0,0,6.80
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Fazalhaq Farooqi,2,0,15,1,0,2,7.50
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Mohammad Nabi,2,0,15,0,0,0,7.50
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Rashid Khan (c),4,0,23,4,0,1,5.80
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Noor Ahmad,4,0,13,0,0,0,3.20
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Gulbadin Naib,2,0,5,1,0,0,2.50
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Marco Jansen,3,0,16,3,0,4,5.30
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Maharaj,1,0,6,0,0,0,6.00
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Rabada,3,1,14,2,0,0,4.70
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Nortje,3,0,7,2,0,1,2.30
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Shamsi,1.5,0,6,3,0,1,3.30
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Naveen-ul-Haq,3,0,15,0,0,1,5.00
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Fazalhaq Farooqi,2,0,11,1,0,1,5.50
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Rashid Khan (c),1,0,8,0,0,0,8.00
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Azmatullah Omarzai,1.5,0,18,0,1,0,9.80
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Gulbadin Naib,1,0,8,0,0,0,8.00
INDIA vs ENGLAND,ENGLAND,R Topley,3,0,25,1,0,0,8.30
INDIA vs ENGLAND,ENGLAND,Jofra Archer,4,0,33,1,0,0,8.20
INDIA vs ENGLAND,ENGLAND,Sam Curran,2,0,25,1,0,0,12.50
INDIA vs ENGLAND,ENGLAND,Adil Rashid,4,0,25,1,0,0,6.20
INDIA vs ENGLAND,ENGLAND,Chris Jordan,3,0,37,3,0,0,12.30
INDIA vs ENGLAND,ENGLAND,Livingstone,4,0,24,0,0,1,6.00
INDIA vs ENGLAND,INDIA,Arshdeep Singh,2,0,17,0,0,0,8.50
INDIA vs ENGLAND,INDIA,Jasprit Bumrah,2.4,0,12,2,0,0,4.50
INDIA vs ENGLAND,INDIA,Axar Patel,4,0,23,3,0,0,5.80
INDIA vs ENGLAND,INDIA,Kuldeep Yadav,4,0,19,3,0,0,4.80
INDIA vs ENGLAND,INDIA,Ravindra Jadeja,3,0,16,0,0,0,5.30
INDIA vs ENGLAND,INDIA,Hardik Pandya,1,0,14,0,0,0,14.00
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Marco Jansen,4,0,49,1,1,1,12.20
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Maharaj,3,0,23,2,0,0,7.70
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Rabada,4,0,36,1,0,2,9.00
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Markram (c),2,0,16,0,0,0,8.00
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Nortje,4,0,26,2,0,2,6.50
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Shamsi,3,0,26,0,0,1,8.70
INDIA vs SOUTH AFRICA,INDIA,Arshdeep Singh,4,0,20,2,0,0,5.00
INDIA vs SOUTH AFRICA,INDIA,Jasprit Bumrah,4,0,18,2,0,0,4.50
INDIA vs SOUTH AFRICA,INDIA,Axar Patel,4,0,49,1,0,2,12.20
INDIA vs SOUTH AFRICA,INDIA,Kuldeep Yadav,4,0,45,0,0,0,11.20
INDIA vs SOUTH AFRICA,INDIA,Hardik Pandya,3,0,20,3,1,1,6.70
INDIA vs SOUTH AFRICA,INDIA,Ravindra Jadeja,1,0,12,0,0,0,12.00
