match_name,team,batting_pos,player_name,dismissal,runs,balls,fours,sixes,strike_rate,player_name_clean,team_clean,player_id
WEST INDIES vs AFGHANISTAN,West Indies,1,Brandon King,b Azmatullah,7,6,1,0,116.67,brandon king,WI,P200
WEST INDIES vs AFGHANISTAN,West Indies,2,J Charles,c Gulbadin b Naveen-ul-Haq,43,27,8,0,159.26,johnson charles,WI,P207
WEST INDIES vs AFGHANISTAN,West Indies,3,Pooran,run out (Azmatullah),98,53,6,8,184.91,nicholas pooran,WI,P208
WEST INDIES vs AFGHANISTAN,West Indies,4,Shai Hope,c Najibullah b Gulbadin,25,17,0,2,147.06,shai hope,WI,P209
WEST INDIES vs AFGHANISTAN,West Indies,5,Rovman Powell (c),c (sub)Nangeyalia Kharote b Gulbadin,26,15,1,2,173.33,rovman powell,WI,P198
WEST INDIES vs AFGHANISTAN,West Indies,6,Russell,not out,3,3,0,0,100,andre russell,WI,P204
WEST INDIES vs AFGHANISTAN,West Indies,7,Sherfane Rutherford,not out,1,1,0,0,100,sherfane rutherford,WI,P201
WEST INDIES vs AFGHANISTAN,Afghanistan,1,Rahmanullah Gurbaz,c Russell b Akeal Hosein,0,3,0,0,0,rahmanullah gurbaz,AFG,P175
WEST INDIES vs AFGHANISTAN,Afghanistan,2,Ibrahim Zadran,c J Charles b Obed McCoy,38,28,5,1,135.71,ibrahim zadran,AFG,P166
WEST INDIES vs AFGHANISTAN,Afghanistan,3,Gulbadin Naib,lbw b Motie,7,10,1,0,70,gulbadin naib,AFG,P169
WEST INDIES vs AFGHANISTAN,Afghanistan,4,Azmatullah Omarzai,c Rovman Powell b Akeal Hosein,23,19,1,1,121.05,azmatullah omarzai,AFG,P170
WEST INDIES vs AFGHANISTAN,Afghanistan,5,Najibullah Zadran,c J Charles b Obed McCoy,0,2,0,0,0,najibullah zadran,AFG,P167
WEST INDIES vs AFGHANISTAN,Afghanistan,6,Mohammad Nabi,b Obed McCoy,1,4,0,0,25,mohammad nabi,AFG,P171
WEST INDIES vs AFGHANISTAN,Afghanistan,7,Karim Janat,run out (Brandon King/Akeal Hosein),14,9,0,1,155.56,karim janat,AFG,P173
WEST INDIES vs AFGHANISTAN,Afghanistan,8,Rashid Khan (c),c Rovman Powell b Russell,18,11,2,1,163.64,rashid khan,AFG,P172
WEST INDIES vs AFGHANISTAN,Afghanistan,9,Noor Ahmad,c Sherfane Rutherford b Motie,2,4,0,0,50,noor ahmad,AFG,P178
WEST INDIES vs AFGHANISTAN,Afghanistan,10,Naveen-ul-Haq,c Pooran b Alzarri Joseph,4,6,1,0,66.67,naveen-ul-haq,AFG,P179
WEST INDIES vs AFGHANISTAN,Afghanistan,11,Fazalhaq Farooqi,not out,0,2,0,0,0,fazalhaq farooqi,AFG,P180
SOUTH AFRICA vs UNITED STATES OF AMERICA,South Africa,1,de Kock,c Shayan Jahangir b Harmeet Singh,74,40,7,5,185,quinton de kock,RSA,P125
SOUTH AFRICA vs UNITED STATES OF AMERICA,South Africa,2,Reeza Hendricks,c CJ Anderson b Netravalkar,11,11,0,1,100,reeza hendricks,RSA,P122
SOUTH AFRICA vs UNITED STATES OF AMERICA,South Africa,3,Markram (c),c Ali Khan b Netravalkar,46,32,4,1,143.75,aiden markram,RSA,P121
SOUTH AFRICA vs UNITED STATES OF AMERICA,South Africa,4,David Miller,c and b Harmeet Singh,0,1,0,0,0,david miller,RSA,P123
SOUTH AFRICA vs UNITED STATES OF AMERICA,South Africa,5,Klaasen,not out,36,22,0,3,163.64,heinrich klaasen,RSA,P126
SOUTH AFRICA vs UNITED STATES OF AMERICA,South Africa,6,Tristan Stubbs,not out,20,16,2,0,125,tristan stubbs,RSA,P128
SOUTH AFRICA vs UNITED STATES OF AMERICA,United States Of America,1,Steven Taylor,c Klaasen b Rabada,24,14,4,1,171.43,steven taylor,USA,P64
SOUTH AFRICA vs UNITED STATES OF AMERICA,United States Of America,2,Andries Gous,not out,80,47,5,5,170.21,andries gous,USA,P70
SOUTH AFRICA vs UNITED STATES OF AMERICA,United States Of America,3,Nitish Kumar,c Tristan Stubbs b Rabada,8,6,0,1,133.33,nitish kumar,USA,P62
SOUTH AFRICA vs UNITED STATES OF AMERICA,United States Of America,4,Aaron Jones (c),c de Kock b Maharaj,0,5,0,0,0,aaron jones,USA,P61
SOUTH AFRICA vs UNITED STATES OF AMERICA,United States Of America,5,Corey Anderson,b Nortje,12,12,0,1,100,corey anderson,USA,P65
SOUTH AFRICA vs UNITED STATES OF AMERICA,United States Of America,6,Shayan Jahangir,lbw b Shamsi,3,9,0,0,33.33,shayan jahangir,USA,P71
SOUTH AFRICA vs UNITED STATES OF AMERICA,United States Of America,7,Harmeet Singh,c Tristan Stubbs b Rabada,38,22,2,3,172.73,harmeet singh,USA,P66
SOUTH AFRICA vs UNITED STATES OF AMERICA,United States Of America,8,Jasdeep Singh,not out,2,6,0,0,33.33,jasdeep singh,USA,P73
WEST INDIES vs ENGLAND,West Indies,1,Brandon King,retd hurt,23,13,3,1,176.92,brandon king,WI,P200
WEST INDIES vs ENGLAND,West Indies,2,J Charles,c Harry Brook b Moeen,38,34,4,1,111.76,johnson charles,WI,P207
WEST INDIES vs ENGLAND,West Indies,3,Pooran,c Jos Buttler b Jofra Archer,36,32,4,1,112.5,nicholas pooran,WI,P208
WEST INDIES vs ENGLAND,West Indies,4,Rovman Powell (c),c Mark Wood b Livingstone,36,17,0,5,211.76,rovman powell,WI,P198
WEST INDIES vs ENGLAND,West Indies,5,Russell,c Salt b Adil Rashid,1,2,0,0,50,andre russell,WI,P204
WEST INDIES vs ENGLAND,West Indies,6,Sherfane Rutherford,not out,28,15,1,2,186.67,sherfane rutherford,WI,P201
WEST INDIES vs ENGLAND,West Indies,7,Romario Shepherd,not out,5,7,1,0,71.43,romario shepherd,WI,P205
WEST INDIES vs ENGLAND,England,1,Philip Salt,not out,87,47,7,5,185.11,philip salt,ENG,P39
WEST INDIES vs ENGLAND,England,2,Jos Buttler (c & wk),lbw b Roston Chase,25,22,2,0,113.64,jos buttler,ENG,P37
WEST INDIES vs ENGLAND,England,3,Moeen Ali,c J Charles b Russell,13,10,2,0,130,moeen ali,ENG,P33
WEST INDIES vs ENGLAND,England,4,Jonny Bairstow,not out,48,26,5,2,184.62,jonny bairstow,ENG,P38
INDIA vs AFGHANISTAN,India,1,Rohit (c),c Rashid Khan b Fazalhaq Farooqi,8,13,1,0,61.54,rohit sharma,IND,P1
INDIA vs AFGHANISTAN,India,2,Kohli,c Nabi b Rashid Khan,24,24,0,1,100,virat kohli,IND,P3
INDIA vs AFGHANISTAN,India,3,Pant,lbw b Rashid Khan,20,11,4,0,181.82,rishabh pant,IND,P9
INDIA vs AFGHANISTAN,India,4,Suryakumar Yadav,c Nabi b Fazalhaq Farooqi,53,28,5,3,189.29,suryakumar yadav,IND,P4
INDIA vs AFGHANISTAN,India,5,Shivam Dube,lbw b Rashid Khan,10,7,0,1,142.86,shivam dube,IND,P6
INDIA vs AFGHANISTAN,India,6,Hardik Pandya,c Azmatullah b Naveen-ul-Haq,32,24,3,2,133.33,hardik pandya,IND,P5
INDIA vs AFGHANISTAN,India,7,Ravindra Jadeja,c Gulbadin b Fazalhaq Farooqi,7,5,1,0,140,ravindra jadeja,IND,P7
INDIA vs AFGHANISTAN,India,8,Axar,run out (Gurbaz/Naveen-ul-Haq),12,6,2,0,200,axar patel,IND,P8
INDIA vs AFGHANISTAN,India,9,Arshdeep Singh,not out,2,2,0,0,100,arshdeep singh,IND,P13
INDIA vs AFGHANISTAN,Afghanistan,1,Rahmanullah Gurbaz,c Pant b Bumrah,11,8,1,1,137.5,rahmanullah gurbaz,AFG,P175
INDIA vs AFGHANISTAN,Afghanistan,2,Hazratullah Zazai,c Ravindra Jadeja b Bumrah,2,4,0,0,50,hazratullah zazai,AFG,P168
INDIA vs AFGHANISTAN,Afghanistan,3,Ibrahim Zadran,c Rohit b Axar,8,11,1,0,72.73,ibrahim zadran,AFG,P166
INDIA vs AFGHANISTAN,Afghanistan,4,Gulbadin Naib,c Pant b Kuldeep Yadav,17,21,1,1,80.95,gulbadin naib,AFG,P169
INDIA vs AFGHANISTAN,Afghanistan,5,Azmatullah Omarzai,c Axar b Ravindra Jadeja,26,20,2,1,130,azmatullah omarzai,AFG,P170
INDIA vs AFGHANISTAN,Afghanistan,6,Najibullah Zadran,c Arshdeep Singh b Bumrah,19,17,0,2,111.76,najibullah zadran,AFG,P167
INDIA vs AFGHANISTAN,Afghanistan,7,Mohammad Nabi,c Ravindra Jadeja b Kuldeep Yadav,14,14,0,1,100,mohammad nabi,AFG,P171
INDIA vs AFGHANISTAN,Afghanistan,8,Rashid Khan (c),c Ravindra Jadeja b Arshdeep Singh,2,6,0,0,33.33,rashid khan,AFG,P172
INDIA vs AFGHANISTAN,Afghanistan,9,Noor Ahmad,c Rohit b Arshdeep Singh,12,18,1,1,66.67,noor ahmad,AFG,P178
INDIA vs AFGHANISTAN,Afghanistan,10,Naveen-ul-Haq,c Pant b Arshdeep Singh,0,1,0,0,0,naveen-ul-haq,AFG,P179
INDIA vs AFGHANISTAN,Afghanistan,11,Fazalhaq Farooqi,not out,4,1,1,0,400,fazalhaq farooqi,AFG,P180
BANGLADESH vs AUSTRALIA,Bangladesh,1,Tanzid Hasan,b Mitchell Starc,0,3,0,0,0,tanzid hasan tamim,BAN,P277
BANGLADESH vs AUSTRALIA,Bangladesh,2,Litton Das,b Zampa,16,25,2,0,64,litton das,BAN,P282
BANGLADESH vs AUSTRALIA,Bangladesh,3,Shanto (c),lbw b Zampa,41,36,5,1,113.89,najmul hossain shanto,BAN,P275
BANGLADESH vs AUSTRALIA,Bangladesh,4,Rishad Hossain,c Zampa b Maxwell,2,4,0,0,50,rishad hossain,BAN,P286
BANGLADESH vs AUSTRALIA,Bangladesh,5,Towhid Hridoy,c Hazlewood b Cummins,40,28,2,2,142.86,towhid hridoy,BAN,P278
BANGLADESH vs AUSTRALIA,Bangladesh,6,Shakib,c and b Stoinis,8,10,0,0,80,shakib al hasan,BAN,P279
BANGLADESH vs AUSTRALIA,Bangladesh,7,Mahmudullah,b Cummins,2,3,0,0,66.67,mahmudullah,BAN,P280
BANGLADESH vs AUSTRALIA,Bangladesh,8,Mahedi Hasan,c Zampa b Cummins,0,1,0,0,0,mahedi hasan,BAN,P281
BANGLADESH vs AUSTRALIA,Bangladesh,9,Taskin Ahmed,not out,13,7,1,0,185.71,taskin ahmed,BAN,P284
BANGLADESH vs AUSTRALIA,Bangladesh,10,Tanzim Hasan Sakib,not out,4,3,0,0,133.33,tanzim hasan sakib,BAN,P289
BANGLADESH vs AUSTRALIA,Australia,1,David Warner,not out,53,35,5,3,151.43,david warner,AUS,P78
BANGLADESH vs AUSTRALIA,Australia,2,Travis Head,b Rishad Hossain,31,21,3,2,147.62,travis head,AUS,P77
BANGLADESH vs AUSTRALIA,Australia,3,Mitchell Marsh (c),lbw b Rishad Hossain,1,6,0,0,16.67,mitchell marsh,AUS,P79
BANGLADESH vs AUSTRALIA,Australia,4,Glenn Maxwell,not out,14,6,1,1,233.33,glenn maxwell,AUS,P81
SOUTH AFRICA vs ENGLAND,South Africa,1,Reeza Hendricks,c Harry Brook b Moeen,19,25,1,0,76,reeza hendricks,RSA,P122
SOUTH AFRICA vs ENGLAND,South Africa,2,de Kock,c Jos Buttler b Jofra Archer,65,38,4,4,171.05,quinton de kock,RSA,P125
SOUTH AFRICA vs ENGLAND,South Africa,3,Klaasen,run out (Jos Buttler),8,13,1,0,61.54,heinrich klaasen,RSA,P126
SOUTH AFRICA vs ENGLAND,South Africa,4,David Miller,c Harry Brook b Jofra Archer,43,28,4,2,153.57,david miller,RSA,P123
SOUTH AFRICA vs ENGLAND,South Africa,5,Markram (c),b Adil Rashid,1,2,0,0,50,aiden markram,RSA,P121
SOUTH AFRICA vs ENGLAND,South Africa,6,Tristan Stubbs,not out,12,11,1,0,109.09,tristan stubbs,RSA,P128
SOUTH AFRICA vs ENGLAND,South Africa,7,Marco Jansen,c Sam Curran b Jofra Archer,0,1,0,0,0,marco jansen,RSA,P124
SOUTH AFRICA vs ENGLAND,South Africa,8,Maharaj,not out,5,2,1,0,250,keshav maharaj,RSA,P132
SOUTH AFRICA vs ENGLAND,England,1,Philip Salt,c Reeza Hendricks b Rabada,11,8,1,1,137.5,philip salt,ENG,P39
SOUTH AFRICA vs ENGLAND,England,2,Jos Buttler (c & wk),c Klaasen b Maharaj,17,20,1,0,85,jos buttler,ENG,P37
SOUTH AFRICA vs ENGLAND,England,3,Jonny Bairstow,c Nortje b Maharaj,16,20,1,0,80,jonny bairstow,ENG,P38
SOUTH AFRICA vs ENGLAND,England,4,Moeen Ali,c Maharaj b Ottneil Baartman,9,10,0,0,90,moeen ali,ENG,P33
SOUTH AFRICA vs ENGLAND,England,5,Harry Brook,c Markram b Nortje,53,37,7,0,143.24,harry brook,ENG,P31
SOUTH AFRICA vs ENGLAND,England,6,Liam Livingstone,c Tristan Stubbs b Rabada,33,17,3,2,194.12,liam livingstone,ENG,P35
SOUTH AFRICA vs ENGLAND,England,7,Sam Curran,not out,10,7,1,0,142.86,sam curran,ENG,P36
SOUTH AFRICA vs ENGLAND,England,8,Jofra Archer,not out,1,2,0,0,50,jofra archer,ENG,P40
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,1,Steven Taylor,c Roston Chase b Russell,2,7,0,0,28.57,steven taylor,USA,P64
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,2,Andries Gous,c Shai Hope b Alzarri Joseph,29,16,3,1,181.25,andries gous,USA,P70
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,3,NR Kumar,lbw b Motie,20,19,2,0,105.26,nr kumar,USA,P62
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,4,Aaron Jones (c),b Roston Chase,11,11,0,1,100,aaron jones,USA,P61
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,5,CJ Anderson,lbw b Roston Chase,7,15,0,0,46.67,cj anderson,USA,P65
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,6,Milind Kumar,run out (Motie/Russell),19,21,1,0,90.48,milind kumar,USA,P63
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,7,Harmeet Singh,c J Charles b Roston Chase,0,1,0,0,0,harmeet singh,USA,P66
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,8,van Schalkwyk,c J Charles b Russell,18,17,3,0,105.88,van schalkwyk,USA,P68
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,9,Nosthush Kenjige,c Pooran b Alzarri Joseph,1,3,0,0,33.33,nosthush kenjige,USA,P74
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,10,Ali Khan,not out,14,6,1,1,233.33,ali khan,USA,P72
UNITED STATES OF AMERICA vs WEST INDIES,United States Of America,11,Netravalkar,c Rovman Powell b Russell,0,4,0,0,0,netravalkar,USA,P75
UNITED STATES OF AMERICA vs WEST INDIES,West Indies,1,Shai Hope,not out,82,39,4,8,210.26,shai hope,WI,P209
UNITED STATES OF AMERICA vs WEST INDIES,West Indies,2,Johnson Charles,c Milind Kumar b Harmeet Singh,15,14,2,0,107.14,johnson charles,WI,P207
UNITED STATES OF AMERICA vs WEST INDIES,West Indies,3,Nicholas Pooran,not out,27,12,1,3,225,nicholas pooran,WI,P208
INDIA vs BANGLADESH,India,1,Rohit (c),c Jaker Ali b Shakib,23,11,3,1,209.09,rohit sharma,IND,P1
INDIA vs BANGLADESH,India,2,Kohli,b Tanzim Hasan Sakib,37,28,1,3,132.14,virat kohli,IND,P3
INDIA vs BANGLADESH,India,3,Pant,c Tanzim Hasan Sakib b Rishad Hossain,36,24,4,2,150,rishabh pant,IND,P9
INDIA vs BANGLADESH,India,4,Suryakumar Yadav,c Litton Das b Tanzim Hasan Sakib,6,2,0,1,300,suryakumar yadav,IND,P4
INDIA vs BANGLADESH,India,5,Shivam Dube,b Rishad Hossain,34,24,0,3,141.67,shivam dube,IND,P6
INDIA vs BANGLADESH,India,6,Hardik Pandya,not out,50,27,4,3,185.19,hardik pandya,IND,P5
INDIA vs BANGLADESH,India,7,Axar,not out,3,5,0,0,60,axar patel,IND,P8
INDIA vs BANGLADESH,Bangladesh,1,Litton Das,c Suryakumar Yadav b Hardik Pandya,13,10,1,1,130,litton das,BAN,P282
INDIA vs BANGLADESH,Bangladesh,2,Tanzid Hasan,lbw b Kuldeep Yadav,29,31,4,0,93.55,tanzid hasan tamim,BAN,P277
INDIA vs BANGLADESH,Bangladesh,3,Najmul Hossain Shanto (c),c Arshdeep Singh b Bumrah,40,32,1,3,125,najmul hossain shanto,BAN,P275
INDIA vs BANGLADESH,Bangladesh,4,Towhid Hridoy,lbw b Kuldeep Yadav,4,6,0,0,66.67,towhid hridoy,BAN,P278
INDIA vs BANGLADESH,Bangladesh,5,Shakib Al Hasan,c Rohit b Kuldeep Yadav,11,7,1,1,157.14,shakib al hasan,BAN,P279
INDIA vs BANGLADESH,Bangladesh,6,Mahmudullah,c Axar b Arshdeep Singh,13,15,1,0,86.67,mahmudullah,BAN,P280
INDIA vs BANGLADESH,Bangladesh,7,Jaker Ali,c Kohli b Arshdeep Singh,1,4,0,0,25,jaker ali,BAN,P283
INDIA vs BANGLADESH,Bangladesh,8,Rishad Hossain,c Rohit b Bumrah,24,10,1,3,240,rishad hossain,BAN,P286
INDIA vs BANGLADESH,Bangladesh,9,Mahedi Hasan,not out,5,4,1,0,125,mahedi hasan,BAN,P281
INDIA vs BANGLADESH,Bangladesh,10,Tanzim Hasan Sakib,not out,1,1,0,0,100,tanzim hasan sakib,BAN,P289
AFGHANISTAN vs AUSTRALIA,Afghanistan,1,Gurbaz,c Warner b Stoinis,60,49,4,4,122.45,rahmanullah gurbaz,AFG,P175
AFGHANISTAN vs AUSTRALIA,Afghanistan,2,Ibrahim Zadran,c Mitchell Marsh b Zampa,51,48,6,0,106.25,ibrahim zadran,AFG,P166
AFGHANISTAN vs AUSTRALIA,Afghanistan,3,Azmatullah,b Zampa,2,3,0,0,66.67,azmatullah omarzai,AFG,P170
AFGHANISTAN vs AUSTRALIA,Afghanistan,4,Karim Janat,c Tim David b Cummins,13,9,0,1,144.44,karim janat,AFG,P173
AFGHANISTAN vs AUSTRALIA,Afghanistan,5,Rashid Khan (c),c Tim David b Cummins,2,5,0,0,40,rashid khan,AFG,P172
AFGHANISTAN vs AUSTRALIA,Afghanistan,6,Nabi,not out,10,4,2,0,250,mohammad nabi,AFG,P171
AFGHANISTAN vs AUSTRALIA,Afghanistan,7,Gulbadin,c Maxwell b Cummins,0,1,0,0,0,gulbadin naib,AFG,P169
AFGHANISTAN vs AUSTRALIA,Afghanistan,8,Nangeyalia Kharote,not out,1,1,0,0,100,nangeyalia kharote,AFG,P174
AFGHANISTAN vs AUSTRALIA,Australia,1,Travis Head,b Naveen-ul-Haq,0,3,0,0,0,travis head,AUS,P77
AFGHANISTAN vs AUSTRALIA,Australia,2,David Warner,c Noor Ahmad b Nabi,3,8,0,0,37.5,david warner,AUS,P78
AFGHANISTAN vs AUSTRALIA,Australia,3,Mitchell Marsh (c),c Nabi b Naveen-ul-Haq,12,9,2,0,133.33,mitchell marsh,AUS,P79
AFGHANISTAN vs AUSTRALIA,Australia,4,Glenn Maxwell,c Noor Ahmad b Gulbadin,59,41,6,3,143.9,glenn maxwell,AUS,P81
AFGHANISTAN vs AUSTRALIA,Australia,5,Marcus Stoinis,c Gurbaz b Gulbadin,11,17,1,0,64.71,marcus stoinis,AUS,P82
AFGHANISTAN vs AUSTRALIA,Australia,6,Tim David,lbw b Gulbadin,2,4,0,0,50,tim david,AUS,P76
AFGHANISTAN vs AUSTRALIA,Australia,7,Matthew Wade,c Karim Janat b Rashid Khan,5,7,0,0,71.43,matthew wade,AUS,P85
AFGHANISTAN vs AUSTRALIA,Australia,8,Pat Cummins,b Gulbadin,3,9,0,0,33.33,pat cummins,AUS,P86
AFGHANISTAN vs AUSTRALIA,Australia,9,Ashton Agar,c Gulbadin b Naveen-ul-Haq,2,5,0,0,40,ashton agar,AUS,P83
AFGHANISTAN vs AUSTRALIA,Australia,10,Adam Zampa,c Nabi b Azmatullah,9,7,1,0,128.57,adam zampa,AUS,P90
AFGHANISTAN vs AUSTRALIA,Australia,11,Josh Hazlewood,not out,5,7,0,0,71.43,josh hazlewood,AUS,P88
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,1,Steven Taylor,c Moeen b Sam Curran,12,13,2,0,92.31,steven taylor,USA,P64
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,2,Andries Gous,c Salt b R Topley,8,5,0,1,160,andries gous,USA,P70
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,3,NR Kumar,b Adil Rashid,30,24,1,2,125,nr kumar,USA,P62
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,4,Aaron Jones (c),b Adil Rashid,10,16,2,0,62.5,aaron jones,USA,P61
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,5,CJ Anderson,c Harry Brook b Chris Jordan,29,28,0,1,103.57,cj anderson,USA,P65
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,6,Milind Kumar,c Jos Buttler b Livingstone,4,6,0,0,66.67,milind kumar,USA,P63
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,7,Harmeet Singh,c Chris Jordan b Sam Curran,21,17,2,1,123.53,harmeet singh,USA,P66
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,8,van Schalkwyk,not out,0,0,0,0,0,van schalkwyk,USA,P68
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,9,Ali Khan,b Chris Jordan,0,2,0,0,0,ali khan,USA,P72
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,10,Nosthush Kenjige,lbw b Chris Jordan,0,1,0,0,0,nosthush kenjige,USA,P74
UNITED STATES OF AMERICA vs ENGLAND,United States Of America,11,Netravalkar,b Chris Jordan,0,1,0,0,0,netravalkar,USA,P75
UNITED STATES OF AMERICA vs ENGLAND,England,1,Philip Salt,not out,25,21,2,0,119.05,philip salt,ENG,P39
UNITED STATES OF AMERICA vs ENGLAND,England,2,Jos Buttler (c & wk),not out,83,38,6,7,218.42,jos buttler,ENG,P37
WEST INDIES vs SOUTH AFRICA,West Indies,1,K Mayers,c Tristan Stubbs b Shamsi,35,34,3,2,102.94,kyle mayers,WI,P202
WEST INDIES vs SOUTH AFRICA,West Indies,2,Shai Hope,c Tristan Stubbs b Marco Jansen,0,1,0,0,0,shai hope,WI,P209
WEST INDIES vs SOUTH AFRICA,West Indies,3,Pooran,c Marco Jansen b Markram,1,3,0,0,33.33,nicholas pooran,WI,P208
WEST INDIES vs SOUTH AFRICA,West Indies,4,Roston Chase,c Rabada b Shamsi,52,42,3,2,123.81,roston chase,WI,P203
WEST INDIES vs SOUTH AFRICA,West Indies,5,Rovman Powell (c),st de Kock b Maharaj,1,2,0,0,50,rovman powell,WI,P198
WEST INDIES vs SOUTH AFRICA,West Indies,6,Sherfane Rutherford,c Markram b Shamsi,0,4,0,0,0,sherfane rutherford,WI,P201
WEST INDIES vs SOUTH AFRICA,West Indies,7,Russell,run out (Nortje),15,9,0,2,166.67,andre russell,WI,P204
WEST INDIES vs SOUTH AFRICA,West Indies,8,Akeal Hosein,c and b Rabada,6,11,1,0,54.55,akeal hosein,WI,P212
WEST INDIES vs SOUTH AFRICA,West Indies,9,Alzarri Joseph,not out,11,7,0,1,157.14,alzarri joseph,WI,P210
WEST INDIES vs SOUTH AFRICA,West Indies,10,Motie,not out,4,7,1,0,57.14,gudakesh motie,WI,P206
WEST INDIES vs SOUTH AFRICA,South Africa,1,Quinton de Kock,c Sherfane Rutherford b Russell,12,7,3,0,171.43,quinton de kock,RSA,P125
WEST INDIES vs SOUTH AFRICA,South Africa,2,Reeza Hendricks,c Pooran b Russell,0,1,0,0,0,reeza hendricks,RSA,P122
WEST INDIES vs SOUTH AFRICA,South Africa,3,Aiden Markram (c),c K Mayers b Alzarri Joseph,18,15,2,0,120,aiden markram,RSA,P121
WEST INDIES vs SOUTH AFRICA,South Africa,4,Tristan Stubbs,c K Mayers b Roston Chase,29,27,4,0,107.41,tristan stubbs,RSA,P128
WEST INDIES vs SOUTH AFRICA,South Africa,5,Heinrich Klaasen,c Pooran b Alzarri Joseph,22,10,3,1,220,heinrich klaasen,RSA,P126
WEST INDIES vs SOUTH AFRICA,South Africa,6,David Miller,b Roston Chase,4,14,0,0,28.57,david miller,RSA,P123
WEST INDIES vs SOUTH AFRICA,South Africa,7,Marco Jansen,not out,21,14,1,1,150,marco jansen,RSA,P124
WEST INDIES vs SOUTH AFRICA,South Africa,8,Keshav Maharaj,c Alzarri Joseph b Roston Chase,2,6,0,0,33.33,keshav maharaj,RSA,P132
WEST INDIES vs SOUTH AFRICA,South Africa,9,Kagiso Rabada,not out,5,3,1,0,166.67,kagiso rabada,RSA,P134
INDIA vs AUSTRALIA,India,1,Rohit (c),b Mitchell Starc,92,41,7,8,224.39,rohit sharma,IND,P1
INDIA vs AUSTRALIA,India,2,Kohli,c Tim David b Hazlewood,0,5,0,0,0,virat kohli,IND,P3
INDIA vs AUSTRALIA,India,3,Pant,c Hazlewood b Stoinis,15,14,1,1,107.14,rishabh pant,IND,P9
INDIA vs AUSTRALIA,India,4,Suryakumar Yadav,c Wade b Mitchell Starc,31,16,3,2,193.75,suryakumar yadav,IND,P4
INDIA vs AUSTRALIA,India,5,Shivam Dube,c Warner b Stoinis,28,22,2,1,127.27,shivam dube,IND,P6
INDIA vs AUSTRALIA,India,6,Hardik Pandya,not out,27,17,1,2,158.82,hardik pandya,IND,P5
INDIA vs AUSTRALIA,India,7,Ravindra Jadeja,not out,9,5,0,1,180,ravindra jadeja,IND,P7
INDIA vs AUSTRALIA,Australia,1,David Warner,c Suryakumar Yadav b Arshdeep Singh,6,6,1,0,100,david warner,AUS,P78
INDIA vs AUSTRALIA,Australia,2,Travis Head,c Rohit b Bumrah,76,43,9,4,176.74,travis head,AUS,P77
INDIA vs AUSTRALIA,Australia,3,Mitchell Marsh (c),c Axar b Kuldeep Yadav,37,28,3,2,132.14,mitchell marsh,AUS,P79
INDIA vs AUSTRALIA,Australia,4,Glenn Maxwell,b Kuldeep Yadav,20,12,2,1,166.67,glenn maxwell,AUS,P81
INDIA vs AUSTRALIA,Australia,5,Marcus Stoinis,c Hardik Pandya b Axar,2,4,0,0,50,marcus stoinis,AUS,P82
INDIA vs AUSTRALIA,Australia,6,Tim David,c Bumrah b Arshdeep Singh,15,11,1,1,136.36,tim david,AUS,P76
INDIA vs AUSTRALIA,Australia,7,Matthew Wade,c Kuldeep Yadav b Arshdeep Singh,1,2,0,0,50,matthew wade,AUS,P85
INDIA vs AUSTRALIA,Australia,8,Pat Cummins,not out,11,7,0,1,157.14,pat cummins,AUS,P86
INDIA vs AUSTRALIA,Australia,9,Mitchell Starc,not out,4,7,0,0,57.14,mitchell starc,AUS,P89
AFGHANISTAN vs BANGLADESH,Afghanistan,1,Gurbaz,c Soumya Sarkar b Rishad Hossain,43,55,3,1,78.18,rahmanullah gurbaz,AFG,P175
AFGHANISTAN vs BANGLADESH,Afghanistan,2,Ibrahim Zadran,c Tanzim Hasan Sakib b Rishad Hossain,18,29,1,0,62.07,ibrahim zadran,AFG,P166
AFGHANISTAN vs BANGLADESH,Afghanistan,3,Azmatullah,c Litton Das b Mustafizur,10,12,0,0,83.33,azmatullah omarzai,AFG,P170
AFGHANISTAN vs BANGLADESH,Afghanistan,4,Gulbadin,c Soumya Sarkar b Rishad Hossain,4,3,1,0,133.33,gulbadin naib,AFG,P169
AFGHANISTAN vs BANGLADESH,Afghanistan,5,Nabi,c Shanto b Taskin Ahmed,1,5,0,0,20,mohammad nabi,AFG,P171
